Data;Saiu;Entrou;Custo_Transferido;Data_Original
2023-10-15;LUNA;BNB;0,0;2023-09-22
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-18
2023-10-19;ADA;USDT;0,0;2023-05-26
2023-10-19;ADA;USDT;0,0;2023-06-23
2023-10-19;ADA;USDT;0,0;2023-06-23
2023-10-19;ADA;USDT;0,0;2023-06-23
2023-10-19;ADA;USDT;0,0;2023-06-29
2023-10-19;ADA;USDT;0,0;2023-06-29
2023-10-19;ADA;USDT;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-09-02
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-13
2023-10-19;USDT;SOL;0,0;2023-09-21
2023-10-19;USDT;SOL;0,0;2023-09-21
2023-10-19;USDT;SOL;0,0;2023-09-21
2023-10-19;USDT;SOL;0,0;2023-10-15
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;ETH;USDT;0,0;2023-10-19
2023-10-19;USDT;SOL;0,0;2023-10-19
2023-10-19;ETH;BNB;0,0;2023-10-19
2023-10-23;AVAX;USDT;0,0;2023-06-28
2023-10-23;AVAX;BNB;0,0;2023-06-28
2023-10-23;AVAX;BNB;0,0;2023-06-28
2023-10-23;LUNA;BNB;0,0;2023-10-20
2023-10-23;BNB;ETH;0,0;2023-03-04
2023-10-23;BNB;ETH;0,0;2023-03-04
2023-10-23;BNB;ETH;0,0;2023-03-06
2023-10-23;BNB;ETH;0,0;2023-03-11
2023-10-23;BNB;ETH;0,0;2023-03-14
2023-10-23;BNB;ETH;0,0;2023-03-14
2023-10-23;BNB;ETH;0,0;2023-03-14
2023-10-23;BNB;ETH;0,0;2023-03-15
2023-10-23;BNB;ETH;0,0;2023-03-15
2023-10-29;RNDR;USDT;0,0;2023-10-23
2023-11-01;USDT;RNDR;0,0;2023-10-23
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;USDT;RNDR;0,0;2023-10-29
2023-11-01;SOL;USDT;0,0;2023-05-04
2023-11-01;SOL;USDT;0,0;2023-05-04
2023-11-01;SOL;USDT;0,0;2023-05-04
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-05-05
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-01;SOL;USDT;0,0;2023-06-04
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;USDT;0,0;2023-06-28
2023-11-04;AVAX;BNB;0,0;2023-06-28
2023-11-07;USDT;IMX;0,0;2023-11-01
2023-11-07;USDT;IMX;0,0;2023-11-01
2023-11-07;USDT;IMX;0,0;2023-11-01
2023-11-07;USDT;IMX;0,0;2023-11-01
2023-11-07;USDT;IMX;0,0;2023-11-01
2023-11-07;USDT;IMX;0,0;2023-11-01
2023-11-07;USDT;IMX;0,0;2023-11-04
2023-11-07;USDT;IMX;0,0;2023-11-04
2023-11-07;USDT;IMX;0,0;2023-11-04
2023-11-08;ETH;SOL;0,0;2023-10-23
2023-11-08;ETH;SOL;0,0;2023-10-23
2023-11-08;ETH;SOL;0,0;2023-11-08
2023-11-08;ETH;SOL;0,0;2023-11-08
2023-11-10;USDT;ETH;0,0;2023-11-08
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-06-04
2023-11-10;SOL;USDT;0,0;2023-07-04
2023-11-10;SOL;USDT;0,0;2023-07-04
2023-11-10;SOL;USDT;0,0;2023-07-04
2023-11-10;SOL;USDT;0,0;2023-07-04
2023-11-10;SOL;USDT;0,0;2023-07-11
2023-11-10;SOL;USDT;0,0;2023-07-15
2023-11-10;SOL;USDT;0,0;2023-07-15
2023-11-10;SOL;USDT;0,0;2023-07-15
2023-11-10;SOL;USDT;0,0;2023-07-15
2023-11-10;SOL;USDT;0,0;2023-07-15
2023-11-10;SOL;USDT;0,0;2023-07-15
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-07-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-10-19
2023-11-10;SOL;USDT;0,0;2023-11-01
2023-11-10;SOL;USDT;0,0;2023-11-01
2023-11-10;SOL;USDT;0,0;2023-11-01
2023-11-10;SOL;USDT;0,0;2023-11-07
2023-11-10;SOL;USDT;0,0;2023-11-07
2023-11-10;SOL;USDT;0,0;2023-11-08
2023-11-10;SOL;USDT;0,0;2023-11-08
2023-11-10;SOL;USDT;0,0;2023-11-08
2023-11-11;ETH;SOL;0,0;2023-11-10
2023-11-11;ETH;SOL;0,0;2023-11-10
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-11;SOL;USDT;0,0;2023-11-11
2023-11-12;USDT;USDC;0,0;2023-11-08
2023-11-12;USDT;RNDR;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-10
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;USDT;IMX;0,0;2023-11-11
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-10-15
2023-11-12;BTC;USDT;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-12;USDT;IMX;0,0;2023-11-12
2023-11-13;BTC;LINK;0,0;2023-11-13
2023-11-13;BNB;USDT;0,0;2023-04-18
2023-11-13;USDT;PYR;0,0;2023-11-13
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-14;TIA;USDT;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;USDT;NEAR;0,0;2023-11-14
2023-11-15;ETH;USDT;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;USDT;TIA;0,0;2023-11-15
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-28
2023-11-15;AVAX;USDT;0,0;2023-06-29
2023-11-15;AVAX;USDT;0,0;2023-06-29
2023-11-15;AVAX;USDT;0,0;2023-06-29
2023-11-15;AVAX;USDT;0,0;2023-06-29
2023-11-15;AVAX;USDT;0,0;2023-10-23
2023-11-15;AVAX;USDT;0,0;2023-11-04
2023-11-15;AVAX;USDT;0,0;2023-11-12
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-15;USDT;AVAX;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;AVAX;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;NEAR;USDT;0,0;2023-11-15
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;NEAR;USDT;0,0;2023-11-16
2023-11-16;SOL;USDT;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-16;USDT;NEAR;0,0;2023-11-16
2023-11-17;USDT;NEAR;0,0;2023-11-16
2023-11-17;NEAR;USDT;0,0;2023-11-16
2023-11-17;NEAR;USDT;0,0;2023-11-16
2023-11-17;NEAR;USDT;0,0;2023-11-16
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;NEAR;USDT;0,0;2023-11-17
2023-11-17;XRP;USDT;0,0;2023-07-19
2023-11-17;XRP;USDT;0,0;2023-11-17
2023-11-17;LUNA;BNB;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-17;USDT;TIA;0,0;2023-11-17
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;NTRN;USDT;0,0;2023-11-18
2023-11-19;TIA;USDT;0,0;2023-11-15
2023-11-20;ETH;BNB;0,0;2023-11-20
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;USDC;0,0;2023-11-19
2023-11-21;USDT;BNB;0,0;2023-11-19
2023-11-22;BTC;AVAX;0,0;2023-11-22
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-19
2023-11-22;USDT;IMX;0,0;2023-11-20
2023-11-22;USDT;IMX;0,0;2023-11-22
2023-11-22;AVAX;USDT;0,0;2023-11-15
2023-11-22;USDT;IMX;0,0;2023-11-22
2023-11-30;USDC;USDT;0,0;2023-11-21
2023-11-30;USDT;AVAX;0,0;2023-11-30
2023-11-30;USDC;USDT;0,0;2023-11-21
2023-11-30;USDT;USDC;0,0;2023-11-30
2023-11-30;BTC;AVAX;0,0;2023-11-30
2023-12-04;BTC;USDT;0,0;2023-12-04
2023-12-04;USDT;USDC;0,0;2023-12-04
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-01
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-11-12
2023-12-06;RNDR;USDT;0,0;2023-12-06
2023-12-06;USDT;USDC;0,0;2023-12-06
2023-12-06;NEAR;USDT;0,0;2023-12-06
2023-12-06;USDT;USDC;0,0;2023-12-06
2023-12-08;USDC;USDT;0,0;2023-12-04
2023-12-08;USDT;ADA;0,0;2023-12-06
2023-12-08;USDC;USDT;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-06
2023-12-08;USDT;RNDR;0,0;2023-12-08
2023-12-08;USDT;RNDR;0,0;2023-12-08
2023-12-08;USDC;USDT;0,0;2023-12-06
2023-12-08;USDT;ADA;0,0;2023-12-08
2023-12-08;RNDR;USDT;0,0;2023-12-08
2023-12-09;AVAX;USDT;0,0;2023-11-15
2023-12-09;IMX;USDT;0,0;2023-11-12
2023-12-09;IMX;USDT;0,0;2023-11-12
2023-12-09;IMX;USDT;0,0;2023-11-12
2023-12-09;IMX;USDT;0,0;2023-11-12
2023-12-09;IMX;USDT;0,0;2023-11-12
2023-12-09;IMX;USDT;0,0;2023-11-12
2023-12-09;IMX;USDT;0,0;2023-11-12
