Operação;Data;Hora;Moeda;Quantidade;Valor (Custo FIFO);Ativo_Contraparte;Valor_Recebido_Contraparte;Status_Fiscal
Venda para Fiat (Tributável);2019-07-15;00:13:15;BNB;-0,0374818;0,27;TUSD;1490,86612797;Tributável
Venda para Fiat (Tributável);2019-07-15;00:13:15;BTC;-0,006348;18,07;TUSD;1490,86612797;Tributável
Venda para Fiat (Tributável);2019-07-15;00:13:15;BTC;-0,139996;329,18;TUSD;1490,86612797;Tributável
Venda para Fiat (Tributável);2019-07-15;00:13:15;BNB;-0,00053198;0,0;TUSD;1490,86612797;Tributável
Venda para Fiat (Tributável);2019-07-15;00:13:15;BTC;-0,001987;3,96;TUSD;1490,86612797;Tributável
Venda para Fiat (Tributável);2019-07-15;00:13:15;BNB;-0,00169958;0,01;TUSD;1490,86612797;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:11;ADA;-25192,0;3844,28;TUSD;1427,37872;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:11;TUSD;-1,42737872;0,0;TUSD;1427,37872;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;XRP;-758,0;803,48;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;XRP;-737,1;777,66;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;TUSD;-0,23330689;0,0;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;BNB;-0,00052435;0,0;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;TUSD;-0,23992216;0,0;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;XRP;-61,0;68,93;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;XRP;-144,2;162,95;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:28:42;TUSD;-0,04564218;0,0;TUSD;538,178956;Tributável
Venda para Fiat (Tributável);2019-07-17;19:29:18;LINK;-148,01;103,81;TUSD;360,789176;Tributável
Venda para Fiat (Tributável);2019-07-17;19:29:18;TUSD;-0,36078918;0,0;TUSD;360,789176;Tributável
Venda para Fiat (Tributável);2021-01-20;19:29:24;ADA;-200,0;6,47;EUR;59,564;Tributável
Venda para Fiat (Tributável);2021-01-20;19:29:24;BNB;-0,00127664;0,01;EUR;59,564;Tributável
Venda para Fiat (Tributável);2021-02-14;09:54:38;ADA;-23,7;0,77;EUR;35,282978;Tributável
Venda para Fiat (Tributável);2021-02-14;09:54:38;ADA;-25,0;0,81;EUR;35,282978;Tributável
Venda para Fiat (Tributável);2021-02-14;09:54:38;BNB;-0,00011829;0,0;EUR;35,282978;Tributável
Venda para Fiat (Tributável);2021-02-14;09:54:38;BNB;-0,0001248;0,0;EUR;35,282978;Tributável
Venda para Fiat (Tributável);2021-02-20;10:23:18;ADA;-261,0;8,44;EUR;228,01482;Tributável
Venda para Fiat (Tributável);2021-02-20;10:23:20;ADA;-260,8;8,43;EUR;227,840096;Tributável
Venda para Fiat (Tributável);2021-02-20;10:23:21;ADA;-16,7;0,54;EUR;14,589454;Tributável
Venda para Fiat (Tributável);2021-02-20;10:23:24;ADA;-27,7;0,9;EUR;24,199274;Tributável
Venda para Fiat (Tributável);2021-02-20;10:23:25;ADA;-73,0;2,36;EUR;63,77426;Tributável
Venda para Fiat (Tributável);2021-02-20;10:23:26;ADA;-27,7;0,9;EUR;24,199274;Tributável
Venda para Fiat (Tributável);2021-02-20;10:26:54;ADA;-76,7;2,48;EUR;67,006654;Tributável
Venda para Fiat (Tributável);2021-02-20;10:26:55;ADA;-114,2;3,69;EUR;99,767404;Tributável
Venda para Fiat (Tributável);2021-02-20;10:26:58;ADA;-16,8;0,54;EUR;214,648434;Tributável
Venda para Fiat (Tributável);2021-02-20;10:26:58;ADA;-228,9;7,4;EUR;214,648434;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:00;ADA;-747,7;202,76;EUR;2730,411948;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:00;ADA;-2377,7;198,15;EUR;2730,411948;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:07;ADA;-38,1;10,95;EUR;33,284922;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:08;ADA;-33,7;9,69;EUR;29,440994;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:09;ADA;-38,1;10,95;EUR;33,284922;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:10;ADA;-33,6;9,66;EUR;62,638554;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:10;ADA;-38,1;10,95;EUR;62,638554;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:11;ADA;-60,5;17,39;EUR;106,49427800000001;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:11;ADA;-33,6;19,38;EUR;106,49427800000001;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:11;ADA;-27,8;17,18;EUR;106,49427800000001;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:14;ADA;-27,8;17,18;EUR;24,286636;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:15;ADA;-8397,0;1207,25;EUR;7402,968518000001;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:15;ADA;-76,9;15,64;EUR;7402,968518000001;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:16;ADA;-4948,1;799,38;EUR;4322,759122;Tributável
Venda para Fiat (Tributável);2021-02-20;10:27:17;ADA;-27,8;1,03;EUR;24,286636;Tributável
Venda para Fiat (Tributável);2021-03-31;08:15:41;BNB;-30,129;200,97;EUR;11105,5252;Tributável
Venda para Fiat (Tributável);2021-03-31;08:15:41;BNB;-13,871;49,56;EUR;11105,5252;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:08;BTC;-0,000371;0,74;EUR;18,6710944;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:08;BNB;-4,886e-05;0,0;EUR;18,6710944;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:09;BTC;-0,000649;1,29;EUR;32,6618336;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:09;BNB;-8,547e-05;0,0;EUR;32,6618336;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:11;BTC;-0,000648;1,29;EUR;32,6115072;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:11;BNB;-8,535e-05;0,0;EUR;32,6115072;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:12;BTC;-0,000648;1,29;EUR;868,5330111999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:12;BNB;-0,00107716;0,0;EUR;868,5330111999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:12;BTC;-0,008178;16,76;EUR;868,5330111999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:12;BTC;-0,008432;24,0;EUR;868,5330111999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:12;BNB;-8,535e-05;0,0;EUR;868,5330111999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:12;BNB;-0,00111061;0,0;EUR;868,5330111999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:14;BNB;-0,00111061;0,0;EUR;424,3522048;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:14;BTC;-0,008432;24,0;EUR;424,3522048;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:15;BTC;-0,008432;24,0;EUR;800,6930239999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:15;BNB;-0,0008543;0,0;EUR;800,6930239999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:15;BTC;-0,000992;2,82;EUR;800,6930239999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:15;BNB;-0,00111061;0,0;EUR;800,6930239999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:15;BNB;-0,00013065;0,0;EUR;800,6930239999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:15;BTC;-0,006486;17,84;EUR;800,6930239999999;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:16;BTC;-0,006486;12,93;EUR;326,4170304;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:16;BNB;-0,0008543;0,0;EUR;326,4170304;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:17;BTC;-0,050246;109,44;EUR;2528,7002944;Tributável
Venda para Fiat (Tributável);2021-04-02;17:57:17;BNB;-0,00661815;0,02;EUR;2528,7002944;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;ETH;-0,49378;141,05;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;ETH;-0,28836;28,91;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;ETH;-0,35893;61,93;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;ETH;-0,35893;61,95;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;ETH;-0,5;50,13;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;BNB;-0,0016365;0,01;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;BNB;-0,00131475;0,0;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;BNB;-0,00163649;0,01;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;BNB;-0,00227964;0,01;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;17:59:20;BNB;-0,00225127;0,01;EUR;3495,4810782000004;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;BNB;-0,00149329;0,01;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;BNB;-0,0008431;0,0;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;ADA;-732,3;27,17;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;ADA;-409,7;15,2;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;BNB;-0,0019594;0,01;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;BNB;-0,00109622;0,0;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;ADA;-558,1;134,94;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;ADA;-315,1;119,0;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;BNB;-0,00163537;0,01;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;ADA;-611,2;184,11;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;ADA;-373,6;86,82;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-02;18:02:33;BNB;-0,00099963;0,0;EUR;3077,67;Tributável
Venda para Fiat (Tributável);2021-04-14;06:57:02;ADA;-953,6;171,19;USDC;20009,888000000003;Tributável
Venda para Fiat (Tributável);2021-04-14;06:57:02;BNB;-0,00185973;0,01;USDC;20009,888000000003;Tributável
Venda para Fiat (Tributável);2021-04-14;06:57:02;BNB;-0,02381389;0,09;USDC;20009,888000000003;Tributável
Venda para Fiat (Tributável);2021-04-14;06:57:02;ADA;-12210,8;1606,56;USDC;20009,888000000003;Tributável
Venda para Fiat (Tributável);2021-04-14;07:51:42;ADA;-13,8;0,51;USDC;20,907;Tributável
Venda para Fiat (Tributável);2021-04-14;07:51:42;BNB;-2,712e-05;0,0;USDC;20,907;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-1043,2;167,28;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,00244363;0,01;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,00018891;0,0;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,00337084;0,01;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,00207632;0,01;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-94,9;27,28;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-300,0;160,01;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,0200223;0,07;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,00059732;0,0;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;BNB;-0,00018891;0,0;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-1228,1;336,09;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-1693,7;62,84;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-10055,9;1526,6;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-18;19:22:18;ADA;-94,9;3,52;EUR;15229,931782999998;Tributável
Venda para Fiat (Tributável);2021-04-19;17:30:01;VET;-50752,4;9,96;EUR;10145,40476;Tributável
Venda para Fiat (Tributável);2021-04-19;17:30:01;BNB;-0,01834344;0,07;EUR;10145,40476;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:14;BNB;-3,441e-05;0,0;EUR;19,674034;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:14;ADA;-19,3;0,72;EUR;19,674034;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:16;ADA;-19,1;0,71;EUR;19,470158;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:16;BNB;-3,405e-05;0,0;EUR;19,470158;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:17;BNB;-3,405e-05;0,0;EUR;19,470158;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:17;ADA;-19,1;0,71;EUR;19,470158;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:19;BNB;-3,441e-05;0,0;EUR;2744,6806500000002;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:19;BNB;-0,00476681;0,02;EUR;2744,6806500000002;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:19;ADA;-2673,2;469,6;EUR;2744,6806500000002;Tributável
Venda para Fiat (Tributável);2021-04-19;22:55:19;ADA;-19,3;2,51;EUR;2744,6806500000002;Tributável
Venda para Fiat (Tributável);2021-04-20;07:07:54;BNB;-0,01747676;0,06;BUSD;11154,3067;Tributável
Venda para Fiat (Tributável);2021-04-20;07:07:54;LTC;-47,21;82,02;BUSD;11154,3067;Tributável
Venda para Fiat (Tributável);2021-04-27;22:50:16;BNB;-0,00903586;0,03;BUSD;6847,923669;Tributável
Venda para Fiat (Tributável);2021-04-27;22:50:16;LINK;-188,373;148,86;BUSD;6847,923669;Tributável
Venda para Fiat (Tributável);2021-05-06;11:56:36;BNB;-0,01223409;0,04;USDC;10576,5;Tributável
Venda para Fiat (Tributável);2021-05-06;11:56:36;ETH;-3,0;891,45;USDC;10576,5;Tributável
Venda para Fiat (Tributável);2021-05-06;11:59:17;BNB;-0,00301714;0,01;EUR;2165,3082;Tributável
Venda para Fiat (Tributável);2021-05-06;11:59:17;ADA;-1566,0;277,63;EUR;2165,3082;Tributável
Venda para Fiat (Tributável);2021-05-07;12:16:21;BNB;-0,0023949;0,01;EUR;1659,12313;Tributável
Venda para Fiat (Tributável);2021-05-07;12:16:21;AVAX;-47,074;227,86;EUR;1659,12313;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:06;BNB;-0,00210048;0,01;EUR;11284,464316000001;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:06;BNB;-0,00252051;0,01;EUR;11284,464316000001;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:06;ADA;-1058,36;39,27;EUR;11284,464316000001;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:06;ADA;-5671,0;870,09;EUR;11284,464316000001;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:06;BNB;-0,0112558;0,04;EUR;11284,464316000001;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:06;ADA;-1270,0;375,19;EUR;11284,464316000001;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:10;BNB;-1,26e-06;0,0;EUR;0,902784;Tributável
Venda para Fiat (Tributável);2021-05-09;07:36:10;ADA;-0,64;0,02;EUR;0,902784;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;BNB;-0,00251867;0,01;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;ADA;-998,93;32,3;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;ADA;-6,01;0,19;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;BNB;-0,00033029;0,0;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;ADA;-131,0;4,24;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;BNB;-1,515e-05;0,0;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;ADA;-63,71;2,06;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:45;BNB;-0,00016063;0,0;EUR;2017,8113;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:47;ADA;-0,35;0,01;EUR;0,5887;Tributável
Venda para Fiat (Tributável);2021-05-15;01:54:47;BNB;-8,7e-07;0,0;EUR;0,5887;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:05;BNB;-0,00055621;0,0;USDC;999,64557;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:05;ADA;-264,45;8,55;USDC;999,64557;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:05;ADA;-216,38;7,0;USDC;999,64557;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:05;BNB;-0,00067978;0,0;USDC;999,64557;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:06;ADA;-192,7;6,23;USDC;415,63367999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:06;ADA;-7,22;0,23;USDC;415,63367999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:06;BNB;-1,855e-05;0,0;USDC;415,63367999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:06;BNB;-0,00049534;0,0;USDC;415,63367999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:07;ADA;-519,25;177,12;USDC;1079,52075;Tributável
Venda para Fiat (Tributável);2021-05-15;02:07:07;BNB;-0,00133393;0,0;USDC;1079,52075;Tributável
Venda para Fiat (Tributável);2021-05-15;02:21:43;ADA;-343,58;29,62;USDC;721,17442;Tributável
Venda para Fiat (Tributável);2021-05-15;02:21:43;BNB;-0,00089032;0,0;USDC;721,17442;Tributável
Venda para Fiat (Tributável);2021-05-15;02:21:51;BNB;-0,00182216;0,01;USDC;1797,62558;Tributável
Venda para Fiat (Tributável);2021-05-15;02:21:51;ADA;-153,24;5,69;USDC;1797,62558;Tributável
Venda para Fiat (Tributável);2021-05-15;02:21:51;ADA;-703,18;26,09;USDC;1797,62558;Tributável
Venda para Fiat (Tributável);2021-05-15;02:21:51;BNB;-0,00039708;0,0;USDC;1797,62558;Tributável
Venda para Fiat (Tributável);2021-05-15;02:49:53;ADA;-4,77;0,18;USDC;2542,8;Tributável
Venda para Fiat (Tributável);2021-05-15;02:49:53;BNB;-1,246e-05;0,0;USDC;2542,8;Tributável
Venda para Fiat (Tributável);2021-05-15;02:49:53;ADA;-1195,23;44,35;USDC;2542,8;Tributável
Venda para Fiat (Tributável);2021-05-15;02:49:53;BNB;-0,0031245;0,01;USDC;2542,8;Tributável
Venda para Fiat (Tributável);2021-05-15;03:04:08;BNB;-0,00131764;0,0;USDC;1493,555;Tributável
Venda para Fiat (Tributável);2021-05-15;03:04:08;BNB;-0,00052493;0,0;USDC;1493,555;Tributável
Venda para Fiat (Tributável);2021-05-15;03:04:08;ADA;-198,0;99,25;USDC;1493,555;Tributável
Venda para Fiat (Tributável);2021-05-15;03:04:08;ADA;-497,0;201,94;USDC;1493,555;Tributável
Venda para Fiat (Tributável);2021-05-15;03:04:09;ADA;-505,0;125,05;USDC;1085,245;Tributável
Venda para Fiat (Tributável);2021-05-15;03:04:09;BNB;-0,00133885;0,0;USDC;1085,245;Tributável
Venda para Fiat (Tributável);2021-05-15;03:12:44;BNB;-0,00104439;0,0;USDC;2614,7999999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;03:12:44;BNB;-0,00168198;0,01;USDC;2614,7999999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;03:12:44;BNB;-0,00051339;0,0;USDC;2614,7999999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;03:12:44;ADA;-623,0;233,14;USDC;2614,7999999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;03:12:44;ADA;-386,84;14,35;USDC;2614,7999999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;03:12:44;ADA;-190,16;7,06;USDC;2614,7999999999997;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:25;BNB;-0,00036219;0,0;USDC;283,53906;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:25;ADA;-128,94;4,78;USDC;283,53906;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:26;ADA;-100,86;3,74;USDC;2225,08014;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:26;BNB;-0,00255904;0,01;USDC;2225,08014;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:26;ADA;-911,0;33,8;USDC;2225,08014;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:26;BNB;-0,00028332;0,0;USDC;2225,08014;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:27;BNB;-0,00016629;0,0;USDC;130,1808;Tributável
Venda para Fiat (Tributável);2021-05-15;09:58:27;ADA;-59,2;2,2;USDC;130,1808;Tributável
Venda para Fiat (Tributável);2021-05-15;13:41:29;BNB;-0,00160869;0,01;USDC;1265,02325;Tributável
Venda para Fiat (Tributável);2021-05-15;13:41:29;ADA;-557,5;20,69;USDC;1265,02325;Tributável
Venda para Fiat (Tributável);2021-05-15;13:41:30;BNB;-0,00158502;0,01;USDC;1457,8967499999999;Tributável
Venda para Fiat (Tributável);2021-05-15;13:41:30;ADA;-93,2;94,25;USDC;1457,8967499999999;Tributável
Venda para Fiat (Tributável);2021-05-15;13:41:30;ADA;-549,3;15,52;USDC;1457,8967499999999;Tributável
Venda para Fiat (Tributável);2021-05-15;13:41:30;BNB;-0,00026892;0,0;USDC;1457,8967499999999;Tributável
Venda para Fiat (Tributável);2021-05-15;13:54:03;ADA;-0,52;0,01;USDC;2759,76;Tributável
Venda para Fiat (Tributável);2021-05-15;13:54:03;BNB;-0,00352746;0,01;USDC;2759,76;Tributável
Venda para Fiat (Tributável);2021-05-15;13:54:03;ADA;-1199,48;33,9;USDC;2759,76;Tributável
Venda para Fiat (Tributável);2021-05-15;13:54:03;BNB;-1,52e-06;0,0;USDC;2759,76;Tributável
Venda para Fiat (Tributável);2021-05-16;06:55:11;BNB;-0,00368679;0,01;USDC;2869,8;Tributável
Venda para Fiat (Tributável);2021-05-16;06:55:11;ADA;-1200,0;33,91;USDC;2869,8;Tributável
Venda para Fiat (Tributável);2021-05-18;18:54:54;USDC;-200,0;0,0;BUSD;200,0;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;VET;-4875,26;0,96;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;BNB;-0,00021315;0,0;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;VET;-5640,29;1,11;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;VET;-4000,0;0,78;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;BNB;-0,00100374;0,0;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;BNB;-0,00122231;0,0;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;VET;-849,44;0,17;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;VET;-13239,01;2,6;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;BNB;-0,00141536;0,01;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:26:29;BNB;-0,00331925;0,01;EUR;3253,323773;Tributável
Venda para Fiat (Tributável);2021-05-20;14:27:24;BNB;-0,01078983;0,04;EUR;5401,403777;Tributável
Venda para Fiat (Tributável);2021-05-20;14:27:24;BNB;-0,00114921;0,0;EUR;5401,403777;Tributável
Venda para Fiat (Tributável);2021-05-20;14:27:24;AVAX;-214,958;581,1;EUR;5401,403777;Tributável
Venda para Fiat (Tributável);2021-05-20;14:27:24;AVAX;-22,895;51,06;EUR;5401,403777;Tributável
Venda para Fiat (Tributável);2021-05-20;14:28:28;BNB;-3,4e-05;0,0;BUSD;1067,74793;Tributável
Venda para Fiat (Tributável);2021-05-20;14:28:28;SNX;-0,314;8,9;BUSD;1067,74793;Tributável
Venda para Fiat (Tributável);2021-05-20;14:28:28;SNX;-51,208;84,81;BUSD;1067,74793;Tributável
Venda para Fiat (Tributável);2021-05-20;14:28:28;BNB;-0,00159948;0,01;BUSD;1067,74793;Tributável
Venda para Fiat (Tributável);2021-05-20;14:28:28;SNX;-1,089;0,34;BUSD;1067,74793;Tributável
Venda para Fiat (Tributável);2021-05-20;14:28:28;SNX;-10,14;3,16;BUSD;1067,74793;Tributável
Venda para Fiat (Tributável);2021-05-20;14:33:05;XRP;-1499,28;1694,19;EUR;1840,7468099999999;Tributável
Venda para Fiat (Tributável);2021-05-20;14:33:05;BNB;-0,00343524;0,01;EUR;1840,7468099999999;Tributável
Venda para Fiat (Tributável);2021-05-20;14:33:05;BNB;-0,00067791;0,0;EUR;1840,7468099999999;Tributável
Venda para Fiat (Tributável);2021-05-20;14:33:05;XRP;-295,87;350,84;EUR;1840,7468099999999;Tributável
Venda para Fiat (Tributável);2021-05-21;08:44:04;BNB;-0,00048493;0,0;USDC;7179,0;Tributável
Venda para Fiat (Tributável);2021-05-21;08:44:04;BNB;-0,01251312;0,04;USDC;7179,0;Tributável
Venda para Fiat (Tributável);2021-05-21;08:44:04;LINK;-23,082;13,55;USDC;7179,0;Tributável
Venda para Fiat (Tributável);2021-05-21;08:44:04;LINK;-8,466;4,97;USDC;7179,0;Tributável
Venda para Fiat (Tributável);2021-05-21;08:44:04;BNB;-0,00132215;0,0;USDC;7179,0;Tributável
Venda para Fiat (Tributável);2021-05-21;08:44:04;LINK;-218,452;175,36;USDC;7179,0;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;BNB;-7,5;26,8;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;USDC;-2,83485;0,0;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;USDC;-5,85430543;0,0;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;USDC;-0,75596;0,0;USDC;10781,501519999998;Tributável
Venda para Fiat (Tributável);2021-05-21;08:46:51;BNB;-0,0356;0,13;USDC;10781,501519999998;Tributável
