Operação;Data;Hora;Moeda;Quantidade;Valor (Custo FIFO);Ativo_Contraparte;Valor_Recebido_Contraparte;Status_Fiscal
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-10,408;9,41;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,111;0,1;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-2,245e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-3,726e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-19,01;17,18;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-49,734;174,35;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,482e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,08;0,14;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-38,069;81,36;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-7,93e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-3,503;6,14;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00346087;0,02;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,043;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,088;0,15;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00151461;0,01;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,15;0,26;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,43e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,496e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00074849;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-3,233e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,1;0,18;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00149698;0,01;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00155832;0,01;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,43e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-7,78e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,083;0,15;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-7,93e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,064;0,11;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,043;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-1,103;1,93;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,086;0,15;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,043;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,08;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-3,834;5,3;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-18,434;22,94;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,661e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,06;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00752703;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,053;0,07;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-5,0;6,22;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,287e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,249;0,31;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-7,92e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00275954;0,01;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,053;0,07;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,099;0,12;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00744574;0,03;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00753003;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,0001497;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,038;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-10,0;11,8;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00029946;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,216;0,17;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,197e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,317e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-50,297;40,22;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,317e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,052;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,43e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-9,57e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-23,117;178,43;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,627;1,44;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00052452;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-10,116;10,03;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,088;0,09;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00284625;0,01;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00569936;0,03;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00016515;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,086;0,09;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,04;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-50,277;96,56;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-0,00057393;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,053;0,07;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-5,68e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-1,287e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-1,0;1,24;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,58e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-9,387e-05;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,045;0,06;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;BNB;-6,73e-06;0,0;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-0,044;0,05;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:35:58;SOL;-2,0;2,49;USDT;35208,178049999995;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00317361;0,01;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,0017832;0,01;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-100,0;1,59;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-993,7;26,59;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-1,302e-05;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00063893;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-9,09e-06;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-3,0;0,08;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-1047,1;40,02;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00030308;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00855675;0,04;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-100,0;3,56;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-49,1;2,54;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-175,0;5,3;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-3,2;0,09;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-4,3;0,09;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-403,1;10,18;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-185,4;6,2;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-92,2;8,57;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-2824,4;97,25;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-3,2;0,07;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00056191;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00027944;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00030295;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-9,69e-06;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00273904;0,01;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00122122;0,01;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-1265,6;45,74;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,0030105;0,01;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-9,69e-06;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00317227;0,01;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-904,1;25,93;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-588,6;31,19;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-1047,1;27,05;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00053017;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00014881;0,0;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;NEAR;-210,9;5,04;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-06;12:38:41;BNB;-0,00383424;0,02;USDT;23711,4768;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;WIF;-3128,94;764,0;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;BNB;-1,56e-06;0,0;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;BNB;-0,00140784;0,01;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;BNB;-6,106e-05;0,0;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;WIF;-135,73;76,38;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;WIF;-16732,24;3010,35;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;BNB;-0,00752854;0,04;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-09;11:59:21;WIF;-3,5;0,25;USDT;6600,135299999999;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-228,1;26,91;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-428,7;38,46;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00357946;0,02;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-487,2;37,52;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-8,091e-05;0,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00113727;0,01;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00064808;0,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-30,5;1,44;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00012309;0,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00900159;0,04;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00129246;0,01;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-1349,3;110,72;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00450549;0,02;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00386779;0,02;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-3393,2;258,2;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00060481;0,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-42,5;3,01;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-487,2;55,33;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-116,7;10,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-46,4;4,14;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-1699,2;135,81;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00011268;0,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00030958;0,0;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;BNB;-0,00129246;0,01;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-1458,7;104,83;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-10;09:51:28;NEAR;-244,3;16,79;USDT;20491,1355;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-0,00050189;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,041;0,05;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-3,824;4,76;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,041;0,05;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-6,72e-06;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-0,01256994;0,06;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-9,126;11,36;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,077;0,1;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,072;0,09;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,041;0,05;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-3,06;3,81;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-6,72e-06;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-11,981;10,1;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,039;0,03;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-1,393e-05;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-6,72e-06;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,041;0,03;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-0,00050181;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-0,041;0,03;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-6,72e-06;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-6,72e-06;0,0;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-8,38;6,7;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;SOL;-76,645;225,98;USDT;65255,49055;Tributável
Venda para Fiat (Tributável);2025-04-12;16:35:04;BNB;-6,39e-06;0,0;USDT;65255,49055;Tributável
