Data;Moeda;Qtd;Tipo;Status
2021-10-18;ADA;20000,0;ENTRADA;Entrada Direta/Rendimento
2021-10-19;ADA;4989,0;ENTRADA;Entrada Direta/Rendimento
2021-10-19;ADA;50000,0;ENTRADA;Entrada Direta/Rendimento
2021-10-19;BTC;0,108;SAÍDA;Levantamento Externo
2021-10-19;BTC;0,391;SAÍDA;Levantamento Externo
2021-10-21;USDT;2027,3295;SAÍDA;Levantamento Externo
2021-10-21;USDC;8025,0;SAÍDA;Levantamento Externo
2021-10-21;LUNA;151,0;SAÍDA;Levantamento Externo
2021-10-21;USDT;4051,6838;SAÍDA;Levantamento Externo
2021-10-23;ETH;1,7956924;SAÍDA;Levantamento Externo
2021-10-23;BTC;0,11828815;SAÍDA;Levantamento Externo
2021-10-24;USDT;10737,4176;SAÍDA;Levantamento Externo
2021-10-24;ADA;3335,0;SAÍDA;Levantamento Externo
2021-10-25;USDT;18687,0194;SAÍDA;Levantamento Externo
2021-10-27;USDT;19,2;ENTRADA;Entrada Direta/Rendimento
2021-10-27;USDT;81,2;ENTRADA;Entrada Direta/Rendimento
2021-10-28;USDT;5000,6646;SAÍDA;Levantamento Externo
2021-10-29;ADA;20000,0;ENTRADA;Entrada Direta/Rendimento
2021-10-29;ADA;20000,0;ENTRADA;Entrada Direta/Rendimento
2021-10-29;ALGO;9883,0;SAÍDA;Levantamento Externo
2021-10-29;USDC;20020,0;SAÍDA;Levantamento Externo
2021-10-31;ADA;5001,0;SAÍDA;Levantamento Externo
2021-10-31;ADA;14999,0;SAÍDA;Levantamento Externo
2021-11-03;USDC;15025,006966;SAÍDA;Levantamento Externo
2021-11-04;ADA;25010,0;ENTRADA;Entrada Direta/Rendimento
2021-11-04;DOT;1,5;SAÍDA;Levantamento Externo
2021-11-04;DOT;298,9;SAÍDA;Levantamento Externo
2021-11-06;SOL;110,0;ENTRADA;Entrada Direta/Rendimento
2021-11-08;BUSD;149,85;ENTRADA;Entrada Direta/Rendimento
2021-11-08;USDT;10184,905;SAÍDA;Levantamento Externo
2021-11-09;BNB;1,1005;SAÍDA;Levantamento Externo
2021-11-09;BNB;1,09934347;ENTRADA;Entrada Direta/Rendimento
2021-11-09;BNB;2,0;SAÍDA;Levantamento Externo
2021-11-09;USDC;7800,0;SAÍDA;Levantamento Externo
2021-11-10;SOL;42,5;ENTRADA;Entrada Direta/Rendimento
2021-11-19;SOL;67,55;ENTRADA;Entrada Direta/Rendimento
2021-11-19;EGLD;0,03;SAÍDA;Levantamento Externo
2021-11-19;SOL;10,16;SAÍDA;Levantamento Externo
2021-11-20;BNB;0,9995;SAÍDA;Levantamento Externo
2021-11-20;BNB;18,0005;SAÍDA;Levantamento Externo
2021-11-20;BUSD;10,0;SAÍDA;Levantamento Externo
2021-11-20;BUSD;993,0;SAÍDA;Levantamento Externo
2021-11-20;BUSD;30,0;SAÍDA;Levantamento Externo
2021-11-21;BUSD;3850,0;SAÍDA;Levantamento Externo
2021-11-21;BUSD;5600,0;SAÍDA;Levantamento Externo
2021-11-23;LUNA;91,53;SAÍDA;Levantamento Externo
2021-11-25;BNB;1,39;SAÍDA;Levantamento Externo
2021-11-25;ADA;10010,0;SAÍDA;Levantamento Externo
2021-11-25;BNB;3,0;SAÍDA;Levantamento Externo
2021-11-26;BUSD;1000,0;SAÍDA;Levantamento Externo
2021-11-26;BUSD;14000,0;SAÍDA;Levantamento Externo
2021-11-26;SOL;0,3;SAÍDA;Levantamento Externo
2021-11-26;USDT;10016,9832;SAÍDA;Levantamento Externo
2021-11-27;ADA;10000,0;ENTRADA;Entrada Direta/Rendimento
2021-11-27;BNB;3,0;SAÍDA;Levantamento Externo
2021-11-29;LUNA;2,02;SAÍDA;Levantamento Externo
2021-11-29;SOL;2,01;SAÍDA;Levantamento Externo
2021-11-29;BNB;26,45;SAÍDA;Levantamento Externo
2021-11-30;ADA;30000,0;ENTRADA;Entrada Direta/Rendimento
2021-11-30;ADA;20000,0;ENTRADA;Entrada Direta/Rendimento
2021-11-30;BUSD;3000,0;SAÍDA;Levantamento Externo
2021-11-30;USDT;17371,7047;SAÍDA;Levantamento Externo
2021-11-30;USDT;12845,976;SAÍDA;Levantamento Externo
2021-12-02;ADA;30414,079582;ENTRADA;Entrada Direta/Rendimento
2021-12-02;SOL;41,02;SAÍDA;Levantamento Externo
2021-12-02;SOL;39,0;SAÍDA;Levantamento Externo
2021-12-02;BUSD;2000,0;SAÍDA;Levantamento Externo
2021-12-03;SOL;2,9;SAÍDA;Levantamento Externo
2021-12-03;ADA;10001,0;SAÍDA;Levantamento Externo
2021-12-03;USDT;2472,681657;SAÍDA;Levantamento Externo
2021-12-05;ALGO;5001,0;SAÍDA;Levantamento Externo
2021-12-05;ALGO;5008,0;SAÍDA;Levantamento Externo
2021-12-17;USDT;3582,129588;SAÍDA;Levantamento Externo
2021-12-20;USDT;37240,0;SAÍDA;Levantamento Externo
2021-12-21;USDT;7052,5006;SAÍDA;Levantamento Externo
2021-12-22;SOL;10,05;SAÍDA;Levantamento Externo
2022-01-07;BUSD;64,0;ENTRADA;Entrada Direta/Rendimento
2022-01-07;BUSD;4102,94026969;ENTRADA;Entrada Direta/Rendimento
2022-01-07;UST;5597,0;SAÍDA;Levantamento Externo
2022-01-07;BUSD;955,0;ENTRADA;Entrada Direta/Rendimento
2022-01-07;BUSD;7000,32496175;ENTRADA;Entrada Direta/Rendimento
2022-01-07;UST;4120,0;SAÍDA;Levantamento Externo
2022-01-07;UST;10001,367681;SAÍDA;Levantamento Externo
2022-01-08;SOL;0,49;SAÍDA;Levantamento Externo
2022-01-09;UST;12854,2312;SAÍDA;Levantamento Externo
2022-01-09;USDC;14118,0;SAÍDA;Levantamento Externo
2022-01-10;SOL;102,0;ENTRADA;Entrada Direta/Rendimento
2022-01-11;SOL;3,3;ENTRADA;Entrada Direta/Rendimento
2022-01-12;SOL;200,0;ENTRADA;Entrada Direta/Rendimento
2022-01-12;USDC;13078,9958;SAÍDA;Levantamento Externo
2022-01-12;ADA;5000,0;ENTRADA;Entrada Direta/Rendimento
2022-01-12;USDT;14716,071;SAÍDA;Levantamento Externo
2022-01-17;BUSD;1681,0;ENTRADA;Entrada Direta/Rendimento
2022-01-17;BUSD;15000,37748444;ENTRADA;Entrada Direta/Rendimento
2022-01-17;USDC;14850,0;SAÍDA;Levantamento Externo
2022-01-18;UST;193,307907;ENTRADA;Entrada Direta/Rendimento
2022-01-18;UST;1946,305897;ENTRADA;Entrada Direta/Rendimento
2022-01-19;USDC;11885,0;SAÍDA;Levantamento Externo
2022-01-21;SOL;160,43515638;ENTRADA;Entrada Direta/Rendimento
2022-01-21;BNB;18,8;ENTRADA;Entrada Direta/Rendimento
2022-01-21;UST;4169,0;SAÍDA;Levantamento Externo
2022-01-21;UST;20000,0;SAÍDA;Levantamento Externo
2022-01-24;SOL;0,5;SAÍDA;Levantamento Externo
2022-01-24;UST;17019,0;SAÍDA;Levantamento Externo
2022-01-24;UST;23259,0;SAÍDA;Levantamento Externo
2022-01-26;SOL;0,60310617;ENTRADA;Entrada Direta/Rendimento
2022-01-26;SOL;41,87572433;ENTRADA;Entrada Direta/Rendimento
2022-01-26;USDT;4195,5673;SAÍDA;Levantamento Externo
2022-01-28;UST;25500,0;ENTRADA;Entrada Direta/Rendimento
2022-01-28;USDT;25247,791;SAÍDA;Levantamento Externo
2022-01-28;UST;10040,0;ENTRADA;Entrada Direta/Rendimento
2022-01-31;LUNA;3,53062;ENTRADA;Entrada Direta/Rendimento
2022-01-31;UST;16,834708;ENTRADA;Entrada Direta/Rendimento
2022-02-01;UST;330,0;ENTRADA;Entrada Direta/Rendimento
2022-02-01;LUNA;3,981212;ENTRADA;Entrada Direta/Rendimento
2022-02-01;ADA;10000,0;ENTRADA;Entrada Direta/Rendimento
2022-02-02;BTC;0,0244253;SAÍDA;Levantamento Externo
2022-02-04;ADA;450,0;SAÍDA;Levantamento Externo
2022-02-04;ADA;501,0;SAÍDA;Levantamento Externo
2022-02-04;ADA;4248,9;SAÍDA;Levantamento Externo
2022-02-15;SOL;0,11;SAÍDA;Levantamento Externo
2022-02-17;LUNA;100,0;ENTRADA;Entrada Direta/Rendimento
2022-02-17;ADA;5146,4;SAÍDA;Levantamento Externo
2022-02-18;USDT;20100,0;ENTRADA;Entrada Direta/Rendimento
2022-02-18;USDT;6875,6314;SAÍDA;Levantamento Externo
2022-02-18;ADA;4995,2;SAÍDA;Levantamento Externo
2022-02-18;ALGO;10008,0;SAÍDA;Levantamento Externo
2022-02-23;ADA;1665,0;ENTRADA;Entrada Direta/Rendimento
2022-02-23;SOL;17,42;SAÍDA;Levantamento Externo
2022-03-08;USDT;30333,575491;ENTRADA;Entrada Direta/Rendimento
2022-03-08;ETH;0,25625;SAÍDA;Levantamento Externo
2022-03-08;USDC;20245,0;SAÍDA;Levantamento Externo
2022-03-08;ETH;2,05305;SAÍDA;Levantamento Externo
2022-03-08;BTC;0,10495;SAÍDA;Levantamento Externo
2022-03-11;ATOM;1,448346;ENTRADA;Entrada Direta/Rendimento
2022-03-13;KDA;10,0;ENTRADA;Entrada Direta/Rendimento
2022-03-13;KDA;4490,00365553;ENTRADA;Entrada Direta/Rendimento
2022-03-17;ALGO;10011,0;SAÍDA;Levantamento Externo
2022-03-20;LUNA;7,19;ENTRADA;Entrada Direta/Rendimento
2022-03-20;LUNA;1,059376;ENTRADA;Entrada Direta/Rendimento
2022-03-20;UST;13,0;ENTRADA;Entrada Direta/Rendimento
2022-03-20;UST;47,0;ENTRADA;Entrada Direta/Rendimento
2022-03-20;ADA;930,0;SAÍDA;Levantamento Externo
2022-03-20;USDC;20210,0;ENTRADA;Entrada Direta/Rendimento
2022-03-20;ADA;2252,0;SAÍDA;Levantamento Externo
2022-03-22;USDC;25055,724472;ENTRADA;Entrada Direta/Rendimento
2022-03-22;ETH;8,021;SAÍDA;Levantamento Externo
2022-03-22;BTC;0,20588;SAÍDA;Levantamento Externo
2022-03-22;KDA;500,0;ENTRADA;Entrada Direta/Rendimento
2022-03-22;LUNA;250,088164;ENTRADA;Entrada Direta/Rendimento
2022-03-24;ADA;9987,0;SAÍDA;Levantamento Externo
2022-03-24;ADA;19608,9;SAÍDA;Levantamento Externo
2022-03-24;UST;30570,0;ENTRADA;Entrada Direta/Rendimento
2022-03-24;ETH;4,9665;SAÍDA;Levantamento Externo
2022-03-26;USDC;1360,265617;ENTRADA;Entrada Direta/Rendimento
2022-03-26;APE;103,659;SAÍDA;Levantamento Externo
2022-03-27;UST;20150,0;ENTRADA;Entrada Direta/Rendimento
2022-03-28;SOL;6,0;ENTRADA;Entrada Direta/Rendimento
2022-03-28;UST;30022,0;ENTRADA;Entrada Direta/Rendimento
2022-03-29;BTC;0,18857;SAÍDA;Levantamento Externo
2022-03-29;BTC;0,17103918;SAÍDA;Levantamento Externo
2022-03-29;APE;340,43;SAÍDA;Levantamento Externo
2022-04-06;ETH;2,527;SAÍDA;Levantamento Externo
2022-04-07;UST;20000,0;ENTRADA;Entrada Direta/Rendimento
2022-04-08;ETH;2,5044;SAÍDA;Levantamento Externo
2022-04-09;UST;30342,0;ENTRADA;Entrada Direta/Rendimento
2022-04-11;ETH;0,3;ENTRADA;Entrada Direta/Rendimento
2022-04-11;SOL;8,66;ENTRADA;Entrada Direta/Rendimento
2022-04-11;ADA;966,0;ENTRADA;Entrada Direta/Rendimento
2022-04-11;USDT;2695,4373;SAÍDA;Levantamento Externo
2022-04-25;KNCL;108,7465311;ENTRADA;Entrada Direta/Rendimento
2022-04-25;KNCL;108,7465311;SAÍDA;Levantamento Externo
2022-04-26;LUNA;250,08183;ENTRADA;Entrada Direta/Rendimento
2022-04-26;APE;62,54;SAÍDA;Levantamento Externo
2022-05-03;UST;953,4264;SAÍDA;Levantamento Externo
2022-05-03;UST;31000,0;SAÍDA;Levantamento Externo
2022-05-09;UST;32030,0;ENTRADA;Entrada Direta/Rendimento
2022-05-09;UST;302,0;ENTRADA;Entrada Direta/Rendimento
2022-05-09;USDT;32008,6498;SAÍDA;Levantamento Externo
2022-05-10;USDT;3933,7378;SAÍDA;Levantamento Externo
2022-05-11;USDT;1558,56878;ENTRADA;Entrada Direta/Rendimento
2022-05-11;LUNA;6,706582;ENTRADA;Entrada Direta/Rendimento
2022-05-12;NEAR;501,1;SAÍDA;Levantamento Externo
2022-05-12;BTC;0,35869456;SAÍDA;Levantamento Externo
2022-05-12;ETH;7,5411403;SAÍDA;Levantamento Externo
2022-05-12;LUNA;58040,0;SAÍDA;Levantamento Externo
2022-05-13;ALGO;10250,36905;ENTRADA;Entrada Direta/Rendimento
2022-05-13;NEAR;501,08769441;ENTRADA;Entrada Direta/Rendimento
2022-05-13;ETH;7,5371043;ENTRADA;Entrada Direta/Rendimento
2022-05-16;USDC;25000,0;ENTRADA;Entrada Direta/Rendimento
2022-05-17;FTT;59,95;ENTRADA;Entrada Direta/Rendimento
2022-05-18;FTT;60,0;ENTRADA;Entrada Direta/Rendimento
2022-05-19;FTT;29,97435184;ENTRADA;Entrada Direta/Rendimento
2022-05-25;ADA;50003,831956;ENTRADA;Entrada Direta/Rendimento
2022-05-27;USDC;19010,0;SAÍDA;Levantamento Externo
2022-05-27;SOL;8,74999;ENTRADA;Entrada Direta/Rendimento
2022-05-27;ADA;699,4288;ENTRADA;Entrada Direta/Rendimento
2022-05-31;LUNA;10,0;ENTRADA;Entrada Direta/Rendimento
2022-05-31;LUNA;300,3;ENTRADA;Entrada Direta/Rendimento
2022-06-01;USDT;666,97431;SAÍDA;Levantamento Externo
2022-06-08;LUNA;31,856358;ENTRADA;Entrada Direta/Rendimento
2022-06-11;USDC;27500,0;ENTRADA;Entrada Direta/Rendimento
2022-06-13;BTC;0,5006552;SAÍDA;Levantamento Externo
2022-06-14;BTC;0,2502;SAÍDA;Levantamento Externo
2022-06-17;ADA;60003,8;SAÍDA;Levantamento Externo
2022-06-17;USDC;25060,0;SAÍDA;Levantamento Externo
2022-06-24;USDC;35098,0;ENTRADA;Entrada Direta/Rendimento
2022-06-27;NEXO;9954,0;ENTRADA;Entrada Direta/Rendimento
2022-06-27;ETH;5,01;SAÍDA;Levantamento Externo
2022-06-28;USDC;160,0;SAÍDA;Levantamento Externo
2022-06-29;BTC;1,0025;SAÍDA;Levantamento Externo
2022-06-30;ALGO;9959,0;SAÍDA;Levantamento Externo
2022-07-01;USDC;25000,0;ENTRADA;Entrada Direta/Rendimento
2022-07-06;BTC;1,00000925;ENTRADA;Entrada Direta/Rendimento
2022-07-12;MATIC;100,1;SAÍDA;Levantamento Externo
2022-07-12;MATIC;13847,1;SAÍDA;Levantamento Externo
2022-07-14;ADA;50000,0;ENTRADA;Entrada Direta/Rendimento
2022-07-14;ETH;10,01;SAÍDA;Levantamento Externo
2022-07-16;QNT;6,048;SAÍDA;Levantamento Externo
2022-07-16;QNT;50,552;SAÍDA;Levantamento Externo
2022-07-19;MATIC;13946,9986875;ENTRADA;Entrada Direta/Rendimento
2022-07-21;QNT;56,504;ENTRADA;Entrada Direta/Rendimento
2022-08-06;BNB;50,0205;SAÍDA;Levantamento Externo
2022-08-06;BUSD;10,0;SAÍDA;Levantamento Externo
2022-08-06;BNB;10,0205;SAÍDA;Levantamento Externo
2022-08-06;BUSD;25202,0;SAÍDA;Levantamento Externo
2022-08-06;NEAR;6,31;SAÍDA;Levantamento Externo
2022-08-06;NEAR;10,01;SAÍDA;Levantamento Externo
2022-08-06;NEAR;6,0;ENTRADA;Entrada Direta/Rendimento
2022-08-06;NEAR;2626,093;SAÍDA;Levantamento Externo
2022-08-07;ADA;10120,0;ENTRADA;Entrada Direta/Rendimento
2022-08-07;BTC;0,12;ENTRADA;Entrada Direta/Rendimento
2022-08-07;NEAR;1439,5;SAÍDA;Levantamento Externo
2022-08-10;BNB;9,82;ENTRADA;Entrada Direta/Rendimento
2022-08-10;USDC;5020,0;ENTRADA;Entrada Direta/Rendimento
2022-08-13;BTC;0,55574531;ENTRADA;Entrada Direta/Rendimento
2022-08-14;BTC;0,415;ENTRADA;Entrada Direta/Rendimento
2022-08-17;SOL;200,11;SAÍDA;Levantamento Externo
2022-08-17;MATIC;5457,9;SAÍDA;Levantamento Externo
2022-08-17;BUSD;25202,0;ENTRADA;Entrada Direta/Rendimento
2022-08-18;SOL;200,099995;ENTRADA;Entrada Direta/Rendimento
2022-08-19;APE;501,489;ENTRADA;Entrada Direta/Rendimento
2022-08-19;ADA;50535,511974;ENTRADA;Entrada Direta/Rendimento
2022-08-19;AVAX;1,0;SAÍDA;Levantamento Externo
2022-08-19;AVAX;500,0;SAÍDA;Levantamento Externo
2022-08-26;ETH;3,0;ENTRADA;Entrada Direta/Rendimento
2022-08-29;BTC;1,0;ENTRADA;Entrada Direta/Rendimento
2022-08-29;USDC;5600,0;SAÍDA;Levantamento Externo
2022-08-29;BUSD;20000,0;SAÍDA;Levantamento Externo
2022-08-29;BUSD;40000,0;SAÍDA;Levantamento Externo
2022-09-14;ETH;12,0;ENTRADA;Entrada Direta/Rendimento
2022-09-19;NEAR;2,0;ENTRADA;Entrada Direta/Rendimento
2022-09-19;NEAR;929,1052;SAÍDA;Levantamento Externo
2022-09-30;ETH;12,0;SAÍDA;Levantamento Externo
2022-10-07;LINK;501,50007;SAÍDA;Levantamento Externo
2022-10-11;BTC;0,96;SAÍDA;Levantamento Externo
2022-10-11;BUSD;6500,0;ENTRADA;Entrada Direta/Rendimento
2022-10-21;BTC;0,50679;SAÍDA;Levantamento Externo
2022-10-21;BUSD;30000,0;ENTRADA;Entrada Direta/Rendimento
2022-10-21;ETH;7,6101822;SAÍDA;Levantamento Externo
2022-11-14;BUSD;125,0;ENTRADA;Entrada Direta/Rendimento
2022-11-14;USDC;125,0;ENTRADA;Entrada Direta/Rendimento
2022-11-15;USDC;203,2;SAÍDA;Levantamento Externo
2022-11-16;BTC;0,501;SAÍDA;Levantamento Externo
2022-11-16;ETH;9,6906812;SAÍDA;Levantamento Externo
2022-11-17;BUSD;10370,0;ENTRADA;Entrada Direta/Rendimento
2022-11-17;BNB;50,0;ENTRADA;Entrada Direta/Rendimento
2022-11-18;BUSD;8000,0;SAÍDA;Levantamento Externo
2022-11-18;SOL;475,0;SAÍDA;Levantamento Externo
2022-11-18;MATIC;4600,0;SAÍDA;Levantamento Externo
2022-11-19;ADA;20766,6;SAÍDA;Levantamento Externo
2022-11-19;BUSD;20060,501592;ENTRADA;Entrada Direta/Rendimento
2022-11-19;USDC;20060,501592;ENTRADA;Entrada Direta/Rendimento
2022-11-26;AVAX;0,95;ENTRADA;Entrada Direta/Rendimento
2022-11-26;AVAX;500,028;ENTRADA;Entrada Direta/Rendimento
2022-11-26;SOL;474,991995;ENTRADA;Entrada Direta/Rendimento
2022-11-28;ALGO;29969,228218;ENTRADA;Entrada Direta/Rendimento
2022-11-28;ALGO;20062,024588;ENTRADA;Entrada Direta/Rendimento
2022-11-28;BTC;1,00371314;SAÍDA;Levantamento Externo
2022-11-29;BTC;0,503;SAÍDA;Levantamento Externo
2022-11-30;XRP;5014,013693;ENTRADA;Entrada Direta/Rendimento
2022-11-30;DOGE;20020,0;SAÍDA;Levantamento Externo
2022-12-02;SOL;475,0;SAÍDA;Levantamento Externo
2022-12-05;ADA;27000,6;SAÍDA;Levantamento Externo
2022-12-10;FLUX;7,17;SAÍDA;Levantamento Externo
2022-12-10;FLUX;730,19;SAÍDA;Levantamento Externo
2022-12-10;BNB;0,2;ENTRADA;Entrada Direta/Rendimento
2022-12-10;KDA;2,1;SAÍDA;Levantamento Externo
2022-12-10;KDA;4999,9;SAÍDA;Levantamento Externo
2022-12-12;BTC;1,0002;SAÍDA;Levantamento Externo
2022-12-12;BTC;0,62602418;SAÍDA;Levantamento Externo
2023-01-17;BUSD;10010,05767;ENTRADA;Entrada Direta/Rendimento
2023-01-17;USDC;10010,05767;ENTRADA;Entrada Direta/Rendimento
2023-01-17;BTC;1,15;ENTRADA;Entrada Direta/Rendimento
2023-01-17;ETH;0,135;ENTRADA;Entrada Direta/Rendimento
2023-01-17;ETH;0,192;ENTRADA;Entrada Direta/Rendimento
2023-01-18;ETH;0,035;ENTRADA;Entrada Direta/Rendimento
2023-01-18;BTC;0,0509085;ENTRADA;Entrada Direta/Rendimento
2023-01-19;ETH;10,0718872;SAÍDA;Levantamento Externo
2023-01-19;SOL;259,0;SAÍDA;Levantamento Externo
2023-01-21;BTC;1,0;ENTRADA;Entrada Direta/Rendimento
2023-01-23;SOL;242,5;SAÍDA;Levantamento Externo
2023-01-24;NEAR;2987,0;SAÍDA;Levantamento Externo
2023-01-24;SOL;306,0;SAÍDA;Levantamento Externo
2023-02-01;SOL;300,0;ENTRADA;Entrada Direta/Rendimento
2023-02-01;BTC;1,0;ENTRADA;Entrada Direta/Rendimento
2023-02-02;NEAR;1,0;ENTRADA;Entrada Direta/Rendimento
2023-02-02;NEAR;2014,0;ENTRADA;Entrada Direta/Rendimento
2023-02-03;ETH;1,21;SAÍDA;Levantamento Externo
2023-02-03;ETH;0,02786;SAÍDA;Levantamento Externo
2023-02-03;ETH;0,025792;SAÍDA;Levantamento Externo
2023-02-03;FLUX;737,02;ENTRADA;Entrada Direta/Rendimento
2023-02-03;KDA;2000,0;ENTRADA;Entrada Direta/Rendimento
2023-02-14;BUSD;50,0;SAÍDA;Levantamento Externo
2023-02-14;BUSD;4928,0;SAÍDA;Levantamento Externo
2023-02-17;BUSD;390,0355175;SAÍDA;Levantamento Externo
2023-02-18;BUSD;1347,23623;SAÍDA;Levantamento Externo
2023-02-21;NEAR;1815,0;SAÍDA;Levantamento Externo
2023-02-21;AVAX;505,3;SAÍDA;Levantamento Externo
2023-02-21;SOL;379,71;SAÍDA;Levantamento Externo
2023-02-22;KDA;2000,0;SAÍDA;Levantamento Externo
2023-02-22;AVAX;105,0;ENTRADA;Entrada Direta/Rendimento
2023-02-22;BUSD;2138,96478;SAÍDA;Levantamento Externo
2023-02-24;BUSD;2580,2219;SAÍDA;Levantamento Externo
2023-02-27;NEAR;1815,0;ENTRADA;Entrada Direta/Rendimento
2023-03-01;SOL;300,0;ENTRADA;Entrada Direta/Rendimento
2023-03-01;USDC;10837,5636;SAÍDA;Levantamento Externo
2023-03-02;ETH;0,1;SAÍDA;Levantamento Externo
2023-03-02;ETH;0,9546;SAÍDA;Levantamento Externo
2023-03-03;PYR;290,866;SAÍDA;Levantamento Externo
2023-03-03;RNDR;2006,22;SAÍDA;Levantamento Externo
2023-03-03;ETH;0,3525;SAÍDA;Levantamento Externo
2023-03-04;ETH;0,3079676;SAÍDA;Levantamento Externo
2023-03-04;ETH;0,0112;SAÍDA;Levantamento Externo
2023-03-04;FLUX;1516,37;SAÍDA;Levantamento Externo
2023-03-06;BUSD;6238,230475;SAÍDA;Levantamento Externo
2023-03-06;ADA;48361,0;ENTRADA;Entrada Direta/Rendimento
2023-03-06;USDC;16008,06811;SAÍDA;Levantamento Externo
2023-03-06;GNO;10,208;SAÍDA;Levantamento Externo
2023-03-06;USDC;178,1408;SAÍDA;Levantamento Externo
2023-03-09;USDC;7000,0;ENTRADA;Entrada Direta/Rendimento
2023-03-09;BUSD;7000,0;ENTRADA;Entrada Direta/Rendimento
2023-03-09;BUSD;1994,8575;SAÍDA;Levantamento Externo
2023-03-09;IMX;1065,24812;SAÍDA;Levantamento Externo
2023-03-09;SOL;89,91321;SAÍDA;Levantamento Externo
2023-03-09;AVAX;10,008;SAÍDA;Levantamento Externo
2023-03-09;AVAX;140,841;SAÍDA;Levantamento Externo
2023-03-10;BTC;0,0981588;ENTRADA;Entrada Direta/Rendimento
2023-03-11;USDC;6511,17251;ENTRADA;Entrada Direta/Rendimento
2023-03-11;USDC;1001,0;SAÍDA;Levantamento Externo
2023-03-11;USDC;5510,17251;SAÍDA;Levantamento Externo
2023-03-11;BUSD;1951,6026804;SAÍDA;Levantamento Externo
2023-03-11;ETH;0,65;ENTRADA;Entrada Direta/Rendimento
2023-03-11;BUSD;937,856205;SAÍDA;Levantamento Externo
2023-03-11;AVAX;566,027666;ENTRADA;Entrada Direta/Rendimento
2023-03-11;ETH;0,59;ENTRADA;Entrada Direta/Rendimento
2023-03-11;BTC;0,43853975;SAÍDA;Levantamento Externo
2023-03-11;ADA;18447,000915;ENTRADA;Entrada Direta/Rendimento
2023-03-11;BTC;0,27974769;SAÍDA;Levantamento Externo
2023-03-14;NEAR;1064,0;ENTRADA;Entrada Direta/Rendimento
2023-03-14;AVAX;129,94;SAÍDA;Levantamento Externo
2023-03-15;LINK;501,08007;ENTRADA;Entrada Direta/Rendimento
2023-03-15;GMX;46,162;SAÍDA;Levantamento Externo
2023-05-04;ETH;1,0;ENTRADA;Entrada Direta/Rendimento
2023-05-04;SOL;85,424;SAÍDA;Levantamento Externo
2023-05-05;BTC;0,10165895;ENTRADA;Entrada Direta/Rendimento
2023-05-05;BTC;0,10917083;ENTRADA;Entrada Direta/Rendimento
2023-05-05;SOL;199,17;SAÍDA;Levantamento Externo
2023-05-07;ADA;4564,4;SAÍDA;Levantamento Externo
2023-05-18;BTC;0,715;ENTRADA;Entrada Direta/Rendimento
2023-05-18;ADA;44962,9802;SAÍDA;Levantamento Externo
2023-05-26;ETH;0,13900455;ENTRADA;Entrada Direta/Rendimento
2023-05-26;ADA;698,8;SAÍDA;Levantamento Externo
2023-06-04;BTC;0,068;ENTRADA;Entrada Direta/Rendimento
2023-06-04;BTC;0,0679;ENTRADA;Entrada Direta/Rendimento
2023-06-04;BTC;0,366;ENTRADA;Entrada Direta/Rendimento
2023-06-04;SOL;250,008;SAÍDA;Levantamento Externo
2023-06-04;SOL;250,58684;SAÍDA;Levantamento Externo
2023-06-04;NEAR;810,4887;SAÍDA;Levantamento Externo
2023-06-06;RNDR;1503,36775;SAÍDA;Levantamento Externo
2023-06-07;PYR;290,8;ENTRADA;Entrada Direta/Rendimento
2023-06-07;MATIC;10057,68397535;ENTRADA;Entrada Direta/Rendimento
2023-06-07;BTC;0,32614174;SAÍDA;Levantamento Externo
2023-06-23;BTC;0,1317756;ENTRADA;Entrada Direta/Rendimento
2023-06-23;ADA;6778,3778;SAÍDA;Levantamento Externo
2023-06-23;BTC;0,06589326;SAÍDA;Levantamento Externo
2023-06-26;BTC;0,0944;ENTRADA;Entrada Direta/Rendimento
2023-06-26;AVAX;101,0;SAÍDA;Levantamento Externo
2023-06-26;NEAR;969,2542;SAÍDA;Levantamento Externo
2023-06-27;BTC;0,03710569;ENTRADA;Entrada Direta/Rendimento
2023-06-27;NEAR;570,0;SAÍDA;Levantamento Externo
2023-06-27;AVAX;22,06;SAÍDA;Levantamento Externo
2023-06-28;ETH;1,24233872;ENTRADA;Entrada Direta/Rendimento
2023-06-28;ETH;1,0;ENTRADA;Entrada Direta/Rendimento
2023-06-28;AVAX;2,8;ENTRADA;Entrada Direta/Rendimento
2023-06-28;AVAX;1,2;SAÍDA;Levantamento Externo
2023-06-28;AVAX;1,1;ENTRADA;Entrada Direta/Rendimento
2023-06-28;AVAX;226,5;SAÍDA;Levantamento Externo
2023-06-28;AVAX;3,0;SAÍDA;Levantamento Externo
2023-06-28;AVAX;97,60148;SAÍDA;Levantamento Externo
2023-06-28;AVAX;1,0;SAÍDA;Levantamento Externo
2023-06-29;BTC;0,01975439;ENTRADA;Entrada Direta/Rendimento
2023-06-29;AVAX;23,08101;SAÍDA;Levantamento Externo
2023-06-29;ADA;1134,6642;SAÍDA;Levantamento Externo
2023-07-03;BTC;0,02881624;ENTRADA;Entrada Direta/Rendimento
2023-07-03;NEAR;619,4799;SAÍDA;Levantamento Externo
2023-07-04;ETH;2,005;ENTRADA;Entrada Direta/Rendimento
2023-07-04;SOL;199,607193;SAÍDA;Levantamento Externo
